transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,is_anomaly_montant,is_anomaly_score,is_anomaly,year,month,quarter,weekday,montant_eur_verifie,ecart_montant_eur,categorie_risque,credit,debit,nb_transactions,montant_moyen,nb_produits_distincts,total_credit,total_debit,solde_net,taux_rejet
TXN000701,CLI0009,2023-11-08 18:40:00,2407.48,EUR,1.0,2407.48,Depot especes,Compte Epargne,Nice-Massena,Credit,Rejete,645.0,Standard,10289.81,,False,False,False,2023.0,11.0,2023Q4,Wednesday,2407.48,0.0,Medium,2407.48,0.0,13,482.66076923076923,6,14123.14,-7848.55,6274.589999999999,0.0
TXN001018,CLI0031,2022-12-31 00:55:00,-1128.78,USD,1.08,-1045.17,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,559.0,Risque,10767.62,,False,False,False,2022.0,12.0,2022Q4,Saturday,-1045.1666666666665,-0.0033333333335576754,High,0.0,-1128.78,16,-5756.9725,8,7746.900000000001,-99858.46,-92111.56000000001,0.0
TXN001870,CLI0038,2023-08-24 04:11:00,-193.06,USD,1.08,-178.76,Retrait DAB,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,516.0,Risque,17181.83,,False,False,False,2023.0,8.0,2023Q3,Thursday,-178.75925925925924,-0.0007407407407526989,High,0.0,-193.06,15,1016.6893333333334,6,20116.73,-4866.39,15250.34,0.0
TXN001124,CLI0134,2022-09-27 10:27:00,-199.89,USD,1.08,-185.08,Paiement CB,Compte Courant,Nice-Massena,Debit,Complete,600.0,Standard,40008.59,,False,False,False,2022.0,9.0,2022Q3,Tuesday,-185.08333333333331,0.00333333333330188,Medium,0.0,-199.89,11,-758.2354545454546,6,3761.62,-12102.21,-8340.59,0.0
TXN000116,CLI0077,2024-11-09 17:31:03,-5728.17,EUR,1.0,-5728.17,Virement international,Compte Courant,Paris-Centre,Debit,Complete,322.0,Risque,33722.94,,True,False,True,2024.0,11.0,2024Q4,Saturday,-5728.17,0.0,High,0.0,-5728.17,11,-46.67363636363632,7,8063.660000000001,-8577.07,-513.409999999999,0.0
TXN000420,CLI0110,2023-11-06 14:34:00,83.25,CHF,0.97,85.82,Paiement CB,Credit Consommation,Toulouse-Capitole,Credit,Complete,629.0,Standard,15519.02,,False,False,False,2023.0,11.0,2023Q4,Monday,85.82474226804123,-0.0047422680412410045,Medium,83.25,0.0,13,-242.55615384615382,5,6110.280000000001,-9263.51,-3153.2299999999996,0.0
TXN001683,CLI0080,2024-02-18 08:14:00,-642.99,USD,1.08,-595.36,Prelevement,Credit Consommation,Paris-Centre,Debit,En attente,645.0,Premium,36036.25,,False,False,False,2024.0,2.0,2024Q1,Sunday,-595.3611111111111,0.001111111111072205,Medium,0.0,-642.99,6,-748.9916666666667,4,2987.74,-7481.69,-4493.95,0.0
TXN001946,CLI0054,2022-09-24 14:46:00,-658.41,USD,1.08,-609.64,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,347.0,Nan,32208.9,,False,False,False,2022.0,9.0,2022Q3,Saturday,-609.6388888888888,-0.0011111111111858918,High,0.0,-658.41,15,-158.16866666666658,8,10759.36,-13131.89,-2372.529999999999,0.0
TXN001726,CLI0036,2024-08-08 12:19:00,962.1,MAD,10.85,88.67,Remboursement credit,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,14957.42,,False,False,False,2024.0,8.0,2024Q3,Thursday,88.67281105990784,-0.0028110599078416953,High,962.1,0.0,18,-42.36277777777781,8,9138.56,-9901.09,-762.5300000000007,0.0
TXN001963,CLI0096,2022-05-02 03:39:00,-7100.94,EUR,1.0,-7100.94,Virement international,PEA,Lyon-Part-Dieu,Debit,Complete,710.0,Standard,39831.11,,True,False,True,2022.0,5.0,2022Q2,Monday,-7100.94,0.0,Low,0.0,-7100.94,20,-21.814499999999992,8,16337.27,-16773.56,-436.2900000000009,0.0
TXN000886,CLI0128,2024-05-12 03:07:00,1385.72,MAD,10.85,127.72,Virement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,683.0,Standard,1161.31,,False,False,False,2024.0,5.0,2024Q2,Sunday,127.71612903225807,0.0038709677419319632,Medium,1385.72,0.0,17,42.41941176470589,5,19109.1,-18387.97,721.1299999999974,0.0
TXN001448,CLI0141,2023-12-07 13:40:03,99999.99,EUR,1.0,264.77,Remboursement credit,Compte Courant,Lille-Grand-Place,Credit,Complete,726.0,Premium,40456.23,,True,False,True,2023.0,12.0,2023Q4,Thursday,99999.99,-99735.22,Low,99999.99,0.0,15,5717.172666666667,5,106277.95000000001,-20520.36,85757.59000000001,0.0
TXN001458,CLI0137,2023-02-04 06:12:00,-237.86,EUR,1.0,-237.86,Paiement CB,Credit Immobilier,Marseille-Vieux-Port,Debit,Rejete,725.0,Premium,15778.59,,False,False,False,2023.0,2.0,2023Q1,Saturday,-237.86,0.0,Low,0.0,-237.86,16,234.97874999999996,6,11066.04,-7306.38,3759.6600000000008,0.0
TXN001369,CLI0026,2022-03-25 09:58:00,-2639.99,USD,1.08,-2444.44,Remboursement credit,PEA,Lille-Grand-Place,Debit,Complete,699.0,Standard,2697.47,,False,False,False,2022.0,3.0,2022Q1,Friday,-2444.4351851851848,-0.004814814815290447,Medium,0.0,-2639.99,15,-824.6553333333334,7,7402.41,-19772.239999999998,-12369.829999999998,0.0
TXN001394,CLI0041,2023-01-03 06:52:00,-120.35,USD,1.08,-111.44,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,643.0,Standard,22528.4,,False,False,False,2023.0,1.0,2023Q1,Tuesday,-111.43518518518518,-0.004814814814821489,Medium,0.0,-120.35,14,-109.58714285714287,7,8137.389999999999,-9671.61,-1534.2200000000012,0.0
TXN001278,CLI0122,,307.37,EUR,1.0,307.37,Virement,PEA,Nantes-Commerce,Credit,Complete,824.0,Premium,25404.97,,False,False,False,,,NaT,,307.37,0.0,Low,307.37,0.0,22,211.56227272727273,8,22269.75,-17615.38,4654.369999999999,0.0
TXN000663,CLI0020,2024-06-30 21:07:00,1091.33,CHF,0.97,1125.08,Virement,PEA,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,41973.38,,False,False,False,2024.0,6.0,2024Q2,Sunday,1125.0824742268042,-0.0024742268042245996,Medium,1091.33,0.0,13,45.60769230769228,7,8083.120000000001,-7490.22,592.9000000000005,0.0
TXN001869,CLI0029,2022-05-21 15:53:00,-68.55,EUR,1.0,-68.55,Depot especes,Credit Consommation,Paris-Centre,Debit,Complete,696.0,Standard,49164.19,,False,False,False,2022.0,5.0,2022Q2,Saturday,-68.55,0.0,Medium,0.0,-68.55,12,-17071.90166666667,5,4472.8,-209335.62,-204862.82,0.0
TXN001810,CLI0097,2022-09-16 03:20:00,2734.98,USD,1.08,2532.39,Depot especes,Compte Epargne,Lille-Grand-Place,Credit,Complete,397.0,Risque,6932.66,,False,False,False,2022.0,9.0,2022Q3,Friday,2532.3888888888887,0.0011111111111858918,High,2734.98,0.0,8,1407.9125000000001,5,13062.390000000001,-1799.0900000000001,11263.300000000001,0.0
TXN000888,CLI0121,2024-04-30 23:19:00,860.29,GBP,0.86,1000.34,Prelevement,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,645.0,Premium,38753.21,,False,False,False,2024.0,4.0,2024Q2,Tuesday,1000.3372093023255,0.0027906976745271095,Medium,860.29,0.0,15,339.64066666666673,7,14722.8,-9628.19,5094.609999999999,0.0
TXN001557,CLI0022,2024-10-20 21:52:00,1791.77,EUR,1.0,1791.77,Depot especes,Compte Epargne,Toulouse-Capitole,Credit,Complete,787.0,Nan,25283.87,,False,False,False,2024.0,10.0,2024Q4,Sunday,1791.77,0.0,Low,1791.77,0.0,16,-11950.029375,8,16507.35,-207707.82,-191200.47,0.0
TXN000334,CLI0020,2023-04-02 16:25:00,189.39,EUR,1.0,189.39,Paiement CB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,44369.88,,False,False,False,2023.0,4.0,2023Q2,Sunday,189.39,0.0,Medium,189.39,0.0,13,45.60769230769228,7,8083.120000000001,-7490.22,592.9000000000005,0.0
TXN001842,CLI0131,2023-03-05 11:15:00,-2405.51,EUR,1.0,-2405.51,Remboursement credit,Compte Courant,Marseille-Vieux-Port,Debit,Complete,838.0,Premium,27273.18,,False,False,False,2023.0,3.0,2023Q1,Sunday,-2405.51,0.0,Low,0.0,-2405.51,16,-536.89375,6,8115.5,-16705.8,-8590.3,0.0
TXN001160,CLI0146,2022-02-26 22:38:00,255.59,CHF,0.97,263.49,Paiement CB,Credit Immobilier,Toulouse-Capitole,Credit,Rejete,583.0,Standard,10838.69,,False,False,False,2022.0,2.0,2022Q1,Saturday,263.49484536082474,-0.004845360824731415,Medium,255.59,0.0,10,-410.131,5,5345.139999999999,-9446.45,-4101.310000000001,0.0
TXN001311,CLI0046,2024-01-26 23:11:00,500.52,USD,1.08,463.44,Prelevement,Credit Consommation,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,16341.35,,False,False,False,2024.0,1.0,2024Q1,Friday,463.4444444444444,-0.004444444444402507,Low,500.52,0.0,15,-136.53400000000002,6,11423.34,-13471.35,-2048.01,0.0
TXN000947,CLI0036,2024-01-24 11:12:00,1062.22,EUR,1.0,1062.22,Prelevement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,29472.01,,False,False,False,2024.0,1.0,2024Q1,Wednesday,1062.22,0.0,High,1062.22,0.0,18,-42.36277777777781,8,9138.56,-9901.09,-762.5300000000007,0.0
TXN000053,CLI0106,2024-03-27 13:46:00,-941.67,GBP,0.86,-1094.97,Virement international,Assurance Vie,Nantes-Commerce,Debit,Complete,652.0,Standard,7716.68,,False,False,False,2024.0,3.0,2024Q1,Wednesday,-1094.9651162790697,-0.004883720930365598,Medium,0.0,-941.67,16,-257.02937499999996,8,8443.800000000001,-12556.27,-4112.469999999999,0.0
TXN001762,CLI0065,2023-10-14 23:56:00,-7199.72,EUR,1.0,-7199.72,Virement international,Livret A,Bordeaux-Meriadeck,Debit,Complete,645.0,Standard,7191.04,,True,False,True,2023.0,10.0,2023Q4,Saturday,-7199.72,0.0,Medium,0.0,-7199.72,19,179.4542105263158,8,16671.65,-13262.02,3409.630000000001,0.0
TXN000837,CLI0096,2022-08-11 03:04:00,1119.97,EUR,1.0,1119.97,Remboursement credit,PEA,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,14182.13,,False,False,False,2022.0,8.0,2022Q3,Thursday,1119.97,0.0,Low,1119.97,0.0,20,-21.814499999999992,8,16337.27,-16773.56,-436.2900000000009,0.0
TXN001817,CLI0036,2022-08-25 16:20:00,4016.18,EUR,1.0,4016.18,Virement international,Credit Auto,Marseille-Vieux-Port,Credit,Complete,572.0,Risque,16865.81,,False,False,False,2022.0,8.0,2022Q3,Thursday,4016.18,0.0,High,4016.18,0.0,18,-42.36277777777781,8,9138.56,-9901.09,-762.5300000000007,0.0
TXN000464,CLI0028,2022-05-06 02:13:00,2460.25,EUR,1.0,2460.25,Remboursement credit,Compte Courant,Lyon-Part-Dieu,Credit,Complete,667.0,Standard,33077.98,,False,False,False,2022.0,5.0,2022Q2,Friday,2460.25,0.0,Medium,2460.25,0.0,13,-396.34307692307686,6,8268.69,-13421.15,-5152.459999999999,0.0
TXN000917,CLI0045,2023-10-23 18:08:00,-2065.8,USD,1.08,-1912.78,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,10056.21,,False,False,False,2023.0,10.0,2023Q4,Monday,-1912.7777777777778,-0.00222222222214441,Low,0.0,-2065.8,17,-630.9223529411764,7,6754.81,-17480.489999999998,-10725.679999999997,0.0
TXN001905,CLI0028,2024-09-16 09:09:00,-80.27,EUR,1.0,-80.27,Paiement CB,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,667.0,Standard,15449.22,,False,False,False,2024.0,9.0,2024Q3,Monday,-80.27,0.0,Medium,0.0,-80.27,13,-396.34307692307686,6,8268.69,-13421.15,-5152.459999999999,0.0
TXN000219,CLI0061,2022-05-03 04:45:00,-875.48,EUR,1.0,-875.48,Remboursement credit,Credit Consommation,Marseille-Vieux-Port,Debit,En attente,341.0,Risque,26035.99,,False,False,False,2022.0,5.0,2022Q2,Tuesday,-875.48,0.0,High,0.0,-875.48,13,103.00000000000007,6,13005.45,-11666.449999999999,1339.0000000000018,0.0
TXN001196,CLI0050,2024-04-16 11:41:00,-2593.81,CHF,0.97,-2674.03,Virement international,Credit Auto,Lyon-Part-Dieu,Debit,Complete,666.0,Standard,32646.65,,False,False,False,2024.0,4.0,2024Q2,Tuesday,-2674.0309278350514,0.0009278350512431643,Medium,0.0,-2593.81,12,12.083333333333352,7,7763.88,-7618.88,145.0,0.0
TXN001542,CLI0113,2024-03-17 13:52:00,-91.48,GBP,0.86,-106.37,Paiement CB,Livret A,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,41551.58,,False,False,False,2024.0,3.0,2024Q1,Sunday,-106.37209302325581,0.002093023255810067,Medium,0.0,-91.48,11,817.2945454545454,6,10861.24,-1871.0,8990.24,0.0
TXN000147,CLI0035,2023-02-21 10:41:00,-283.26,EUR,1.0,-283.26,Remboursement credit,PEA,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,36256.78,,False,False,False,2023.0,2.0,2023Q1,Tuesday,-283.26,0.0,Medium,0.0,-283.26,13,-233.87769230769234,7,8105.85,-11146.26,-3040.41,0.0
TXN000320,CLI0113,2022-03-05 15:10:00,-1623.73,EUR,1.0,-1623.73,Remboursement credit,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,643.0,Standard,42488.43,,False,False,False,2022.0,3.0,2022Q1,Saturday,-1623.73,0.0,Medium,0.0,-1623.73,11,817.2945454545454,6,10861.24,-1871.0,8990.24,0.0
TXN000133,CLI0076,2023-03-25 04:30:00,1394.85,EUR,1.0,1394.85,Virement international,PEA,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,27506.8,,False,False,False,2023.0,3.0,2023Q1,Saturday,1394.85,0.0,High,1394.85,0.0,16,8980.465,8,161121.94,-17434.5,143687.44,0.0
TXN001939,CLI0048,2024-07-07 13:27:00,-140.32,MAD,10.85,-12.93,Paiement CB,Compte Epargne,Toulouse-Capitole,Debit,Complete,670.0,Standard,7276.46,,False,False,False,2024.0,7.0,2024Q3,Sunday,-12.932718894009216,0.0027188940092166547,Medium,0.0,-140.32,15,139.11866666666668,6,6610.030000000001,-4523.25,2086.7800000000007,0.0
TXN000685,CLI0142,2022-02-14 05:53:00,-145.66,EUR,1.0,-145.66,Retrait DAB,Credit Immobilier,Toulouse-Capitole,Debit,Complete,676.0,Standard,39391.96,,False,False,False,2022.0,2.0,2022Q1,Monday,-145.66,0.0,Medium,0.0,-145.66,16,-345.95062499999995,7,12751.539999999999,-18286.75,-5535.210000000001,0.0
TXN001752,CLI0045,2023-03-08 01:05:00,-471.95,EUR,1.0,-471.95,Paiement CB,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,27850.82,,False,False,False,2023.0,3.0,2023Q1,Wednesday,-471.95,0.0,Low,0.0,-471.95,17,-630.9223529411764,7,6754.81,-17480.489999999998,-10725.679999999997,0.0
TXN001247,CLI0067,2023-08-08 14:01:00,1364.35,EUR,1.0,1364.35,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,337.0,Risque,5723.41,,False,False,False,2023.0,8.0,2023Q3,Tuesday,1364.35,0.0,High,1364.35,0.0,10,319.13700000000006,6,10336.63,-7145.259999999999,3191.37,0.0
TXN001403,CLI0057,,-2176.71,EUR,1.0,-2176.71,Prelevement,PEA,Nice-Massena,Debit,Complete,645.0,Risque,34098.81,,False,False,False,,,NaT,,-2176.71,0.0,Medium,0.0,-2176.71,9,-379.13666666666666,7,1791.7399999999998,-5203.97,-3412.2300000000005,0.0
TXN000679,CLI0112,2022-10-26 04:30:00,-2607.66,EUR,1.0,-2607.66,Virement international,PEA,Marseille-Vieux-Port,Debit,Rejete,636.0,Standard,25932.26,,False,False,False,2022.0,10.0,2022Q4,Wednesday,-2607.66,0.0,Medium,0.0,-2607.66,17,190.4158823529412,7,16113.35,-12876.28,3237.0699999999997,0.0
TXN000212,CLI0020,2024-01-08 01:31:00,-2585.11,EUR,1.0,-2585.11,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,5234.96,,False,False,False,2024.0,1.0,2024Q1,Monday,-2585.11,0.0,Medium,0.0,-2585.11,13,45.60769230769228,7,8083.120000000001,-7490.22,592.9000000000005,0.0
TXN000383,CLI0140,2023-05-28 12:53:00,87.22,EUR,1.0,87.22,Interets,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,609.0,Standard,48751.11,,False,False,False,2023.0,5.0,2023Q2,Sunday,87.22,0.0,Medium,87.22,0.0,11,-150.51909090909086,6,6105.9400000000005,-7761.650000000001,-1655.71,0.0
TXN001981,CLI0082,2024-03-13 05:35:00,-1440.39,EUR,1.0,-1440.39,Virement international,PEA,Paris-Centre,Debit,Complete,813.0,Premium,5403.85,,False,False,False,2024.0,3.0,2024Q1,Wednesday,-1440.39,0.0,Low,0.0,-1440.39,12,211.15083333333337,5,8115.74,-5581.93,2533.8099999999995,0.0
TXN001527,CLI0090,,1982.71,GBP,0.86,2305.48,Remboursement credit,Credit Consommation,Nantes-Commerce,Credit,Complete,682.0,Standard,28486.62,,False,False,False,,,NaT,,2305.4767441860467,0.0032558139532739006,Medium,1982.71,0.0,10,-1042.4189999999999,6,4860.32,-15284.51,-10424.19,0.0
TXN000010,CLI0078,2022-08-31 17:48:00,1277.71,MAD,10.85,117.76,Prelevement,Credit Consommation,Marseille-Vieux-Port,Credit,Complete,647.0,Standard,19080.86,,False,False,False,2022.0,8.0,2022Q3,Wednesday,117.76129032258065,-0.0012903225806439877,Medium,1277.71,0.0,15,-291.4873333333333,7,4834.8,-9207.109999999999,-4372.309999999999,0.0
TXN001971,CLI0037,2024-05-21 03:28:00,-2435.52,CHF,0.97,-2510.85,Virement,Compte Courant,Lille-Grand-Place,Debit,Complete,622.0,Standard,8001.13,,False,False,False,2024.0,5.0,2024Q2,Tuesday,-2510.8453608247423,-0.004639175257580064,Medium,0.0,-2435.52,12,-103.86666666666667,6,9013.98,-10260.38,-1246.3999999999996,0.0
TXN001461,CLI0082,2023-12-08 12:07:00,-611.64,EUR,1.0,-611.64,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,813.0,Premium,29668.5,,False,False,False,2023.0,12.0,2023Q4,Friday,-611.64,0.0,Low,0.0,-611.64,12,211.15083333333337,5,8115.74,-5581.93,2533.8099999999995,0.0
TXN001048,CLI0030,2024-08-27 22:21:00,2540.3,EUR,1.0,2540.3,Interets,Livret A,Lyon-Part-Dieu,Credit,Complete,391.0,Risque,49038.65,,False,False,False,2024.0,8.0,2024Q3,Tuesday,2540.3,0.0,High,2540.3,0.0,13,-780.5923076923076,6,7049.03,-17196.73,-10147.7,0.0
TXN000027,CLI0129,2024-06-20 03:33:00,-7301.45,GBP,0.86,-8490.06,Virement international,Credit Immobilier,Paris-Centre,Debit,Complete,573.0,Risque,32773.59,,True,False,True,2024.0,6.0,2024Q2,Thursday,-8490.058139534884,-0.001860465115896659,High,0.0,-7301.45,21,-736.64,8,9067.51,-24536.95,-15469.44,0.0
TXN001732,CLI0144,2023-12-16 09:26:00,-5328.18,EUR,1.0,-5328.18,Virement international,PEA,Paris-Centre,Debit,Complete,361.0,Risque,43745.48,,True,False,True,2023.0,12.0,2023Q4,Saturday,-5328.18,0.0,High,0.0,-5328.18,16,-450.673125,8,9278.849999999999,-16489.62,-7210.77,0.0
TXN000003,CLI0049,2024-04-12 15:35:00,2286.59,EUR,1.0,2286.59,Prelevement,Credit Auto,Lyon-Part-Dieu,Credit,Complete,593.0,Standard,960.44,,False,False,False,2024.0,4.0,2024Q2,Friday,2286.59,0.0,Medium,2286.59,0.0,11,46.61727272727274,6,8840.699999999999,-8327.91,512.789999999999,0.0
TXN000469,CLI0033,2022-02-02 04:46:00,2660.42,EUR,1.0,2660.42,Depot especes,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,584.0,Standard,32147.92,,False,False,False,2022.0,2.0,2022Q1,Wednesday,2660.42,0.0,Medium,2660.42,0.0,10,-775.964,4,4074.25,-11833.89,-7759.639999999999,0.0
TXN001641,CLI0026,2024-03-05 03:38:00,-2959.53,USD,1.08,-2740.31,Interets,PEA,Lille-Grand-Place,Debit,Complete,699.0,Standard,35237.56,,False,False,False,2024.0,3.0,2024Q1,Tuesday,-2740.3055555555557,-0.00444444444428882,Medium,0.0,-2959.53,15,-824.6553333333334,7,7402.41,-19772.239999999998,-12369.829999999998,0.0
TXN000293,CLI0118,2024-07-06 02:54:00,-1520.45,GBP,0.86,-1767.97,Interets,Credit Auto,Lille-Grand-Place,Debit,Complete,641.0,Standard,986.68,,False,False,False,2024.0,7.0,2024Q3,Saturday,-1767.96511627907,-0.0048837209301382245,Medium,0.0,-1520.45,13,1009.7253846153847,7,20363.32,-7236.89,13126.43,0.0
TXN000192,CLI0106,2022-09-17 22:55:03,-441.44,MAD,10.85,-40.69,Virement,PEA,Nantes-Commerce,Debit,Complete,652.0,Standard,38097.53,,False,False,False,2022.0,9.0,2022Q3,Saturday,-40.68571428571429,-0.004285714285707343,Medium,0.0,-441.44,16,-257.02937499999996,8,8443.800000000001,-12556.27,-4112.469999999999,0.0
TXN000434,CLI0115,2022-08-29 04:12:00,21.7,EUR,1.0,21.7,Paiement CB,Compte Courant,Toulouse-Capitole,Credit,Complete,709.0,Standard,42785.01,,False,False,False,2022.0,8.0,2022Q3,Monday,21.7,0.0,Low,21.7,0.0,10,65.559,7,5571.8099999999995,-4916.219999999999,655.5900000000001,0.0
TXN001885,CLI0100,,2967.53,EUR,1.0,2967.53,Virement,Compte Epargne,Lille-Grand-Place,Credit,Complete,656.0,Standard,12974.86,,False,False,False,,,NaT,,2967.53,0.0,Medium,2967.53,0.0,21,-122.9685714285714,7,14840.390000000001,-17422.73,-2582.3399999999983,0.0
TXN000918,CLI0079,2024-08-02 17:11:00,1159.1,EUR,1.0,1159.1,Prelevement,Compte Epargne,Paris-Centre,Credit,Complete,689.0,Standard,26375.91,,False,False,False,2024.0,8.0,2024Q3,Friday,1159.1,0.0,Medium,1159.1,0.0,14,-114.12857142857149,7,10311.49,-11909.29,-1597.800000000001,0.0
TXN000087,CLI0100,2022-02-03 11:50:00,-726.96,EUR,1.0,-726.96,Virement international,Livret A,Lille-Grand-Place,Debit,Complete,656.0,Standard,36785.83,,False,False,False,2022.0,2.0,2022Q1,Thursday,-726.96,0.0,Medium,0.0,-726.96,21,-122.9685714285714,7,14840.390000000001,-17422.73,-2582.3399999999983,0.0
TXN000310,CLI0040,2023-10-23 19:03:00,2332.3,EUR,1.0,2332.3,Virement,Assurance Vie,Nice-Massena,Credit,Complete,491.0,Risque,28676.58,,False,False,False,2023.0,10.0,2023Q4,Monday,2332.3,0.0,High,2332.3,0.0,19,434.80368421052634,7,15324.52,-7063.25,8261.27,0.0
TXN001126,CLI0124,2023-01-20 20:55:00,2460.12,GBP,0.86,2860.6,Interets,Credit Auto,Toulouse-Capitole,Credit,Rejete,585.0,Standard,22714.36,,False,False,False,2023.0,1.0,2023Q1,Friday,2860.6046511627906,-0.004651162790651142,Medium,2460.12,0.0,12,-340.51166666666666,5,11477.029999999999,-15563.17,-4086.1400000000012,0.0
TXN000694,CLI0046,2022-06-05 11:57:00,293.13,EUR,1.0,293.13,Interets,Livret A,Bordeaux-Meriadeck,Credit,Complete,645.0,Premium,46337.64,,False,False,False,2022.0,6.0,2022Q2,Sunday,293.13,0.0,Medium,293.13,0.0,15,-136.53400000000002,6,11423.34,-13471.35,-2048.01,0.0
